id,remark,sex,age_range,dept,account_type,company_code,ria_nickname,district,zichao,yewu,chongzhi,jiaofei,baoxiu,yehuaqi,fankui
864,2,0,2,0,0,4,1,14,7,0,0,8,0,0,0
865,1,0,2,0,0,4,1,2,7,0,0,0,0,0,0
866,1,0,2,0,0,4,1,2,10,0,0,0,0,0,0
867,1,0,2,0,0,4,0,2,9,0,0,8,0,0,0
868,1,1,3,0,0,4,0,14,16,0,0,4,0,0,0
869,1,0,4,0,0,4,1,7,14,0,2,16,0,0,0
870,1,0,2,0,0,4,1,2,16,0,0,5,0,0,0
871,1,1,3,0,0,4,1,2,8,0,0,17,0,0,0
872,1,0,2,0,0,4,0,7,16,0,0,2,0,0,0
873,1,1,2,0,0,4,1,2,9,0,0,1,0,0,0
874,1,1,4,0,0,4,0,15,0,3,3,0,1,0,0
875,1,1,4,0,0,4,0,7,15,0,0,2,0,0,0
876,1,0,2,0,0,4,0,6,14,0,0,19,0,0,0
877,1,0,5,0,0,4,0,14,14,0,0,9,0,0,0
878,1,0,2,0,0,4,1,2,6,0,0,1,0,0,0
879,1,0,3,0,0,4,1,1,8,0,0,3,0,0,0
880,1,1,5,0,0,4,1,6,10,0,0,4,0,0,1
881,1,0,1,0,0,4,1,2,11,0,0,0,0,0,1
882,1,0,4,0,0,4,1,14,6,0,0,1,0,0,0
883,1,0,2,0,0,4,0,1,9,0,0,1,0,0,0
884,1,1,5,0,0,4,2,7,8,0,0,0,0,0,0
885,2,0,2,0,0,4,1,6,13,0,0,1,0,0,0
886,1,1,1,0,0,4,1,4,16,0,0,4,0,0,0
887,1,1,5,0,0,4,1,7,14,0,0,2,0,0,0
888,1,1,4,0,0,4,0,7,20,0,0,1,0,0,0
889,1,0,2,0,0,4,1,2,13,0,0,24,0,0,0
890,1,1,2,0,0,4,1,14,12,0,0,5,0,0,0
891,1,1,2,0,0,4,1,6,10,0,0,0,0,0,0
892,1,0,2,0,0,4,0,1,7,0,0,1,0,0,0
893,1,0,4,0,0,4,1,2,36,0,0,1,0,0,1
894,1,0,2,0,0,4,0,7,11,0,0,0,0,0,0
895,1,0,2,0,0,4,0,2,7,0,0,2,0,0,4
896,1,0,2,0,0,4,4,2,16,0,0,11,0,0,2
897,1,0,3,0,0,4,0,1,10,1,0,4,0,0,0
898,1,1,2,0,0,4,1,2,12,0,0,2,0,0,0
899,1,0,2,0,0,4,1,6,34,0,0,1,0,0,0
900,1,0,1,0,0,4,1,7,12,0,0,1,0,0,0
901,1,0,3,0,0,4,1,2,9,1,0,7,0,0,0
902,1,0,4,0,0,4,0,7,7,0,0,2,1,0,0
903,1,0,3,0,0,4,1,7,7,0,0,2,0,0,0
904,1,0,3,0,0,4,1,7,11,1,0,16,0,0,0
905,1,0,2,0,0,4,1,6,10,0,0,11,0,0,0
906,1,0,2,0,0,4,1,6,17,0,0,3,0,0,0
907,1,0,4,0,0,4,1,2,16,0,0,3,0,0,2
908,1,0,4,0,0,4,4,2,15,0,0,9,0,0,0
909,1,1,3,0,0,4,0,7,10,0,0,3,0,0,0
910,1,0,4,0,0,4,1,14,13,1,0,0,0,0,0
911,1,1,4,0,0,4,1,2,13,0,0,0,0,0,0
912,1,0,2,0,0,4,0,1,19,0,0,0,0,0,0
913,1,0,2,0,0,4,0,14,7,0,0,13,0,0,0
914,1,0,1,0,0,4,7,14,8,0,0,1,1,0,0
915,1,0,2,0,0,4,1,6,9,0,0,0,0,0,0
916,1,1,2,0,0,4,0,14,9,0,0,2,0,0,0
917,1,1,2,0,0,4,1,2,6,0,0,3,0,0,0
918,1,0,2,0,0,4,1,2,12,0,0,19,0,0,0
919,1,0,3,0,0,4,0,2,15,0,0,1,0,0,0
920,1,0,3,0,0,4,1,7,16,0,0,8,0,0,0
921,1,0,2,0,0,4,1,6,23,0,0,5,0,0,0
922,1,0,5,0,0,4,1,6,10,1,0,0,0,0,0
923,1,0,2,0,0,4,1,4,16,0,0,0,0,0,0
924,1,0,3,0,0,4,0,6,7,0,0,1,0,0,0
925,1,0,4,0,0,4,3,2,13,0,0,3,0,0,0
926,1,0,4,0,0,4,1,1,7,0,0,1,0,0,0
927,1,0,4,0,0,4,1,2,12,0,0,7,0,0,0
928,1,0,5,0,0,4,0,6,17,0,0,8,0,0,0
929,1,1,4,0,0,4,0,7,12,0,0,0,0,0,0
930,1,0,5,0,0,4,1,4,7,0,0,25,0,0,0
931,1,0,1,0,0,4,4,6,8,0,0,9,0,0,0
932,1,0,2,0,0,4,1,1,13,2,0,22,0,0,0
933,1,1,2,0,0,4,0,1,20,0,0,0,0,0,0
934,1,0,2,0,0,4,1,2,7,0,0,2,0,0,0
935,1,0,3,0,0,4,0,6,11,0,0,3,0,0,0
936,1,1,4,0,0,4,0,1,9,0,0,12,0,0,0
937,1,0,4,0,0,4,7,14,20,0,0,2,0,0,0
938,1,0,2,0,0,4,1,14,12,0,0,1,0,0,0
939,1,0,2,0,0,4,0,2,14,0,0,0,0,0,0
940,1,0,5,0,0,4,1,7,15,0,0,0,0,0,0
941,1,0,2,0,0,4,2,1,10,0,0,0,0,0,0
942,1,1,2,0,0,4,1,14,9,0,0,2,0,0,0
943,1,0,4,0,0,4,0,14,14,0,0,8,0,0,0
944,1,1,4,0,0,4,1,14,27,0,0,2,0,0,1
945,1,1,4,0,0,4,1,7,11,0,0,0,0,0,0
946,1,0,5,0,0,4,0,7,14,0,0,5,0,0,0
947,1,0,2,0,0,4,1,14,10,0,0,0,0,0,0
948,1,1,2,0,0,4,2,2,6,0,0,1,0,0,0
949,1,0,3,0,0,4,1,2,14,0,0,3,0,0,0
950,1,1,3,0,0,4,1,1,10,0,0,3,1,0,2
951,1,1,2,0,0,4,1,6,13,1,0,0,0,0,0
952,1,0,2,0,0,4,1,7,10,0,0,16,0,0,0
953,1,0,2,0,0,4,1,1,7,0,0,2,0,0,0
954,1,0,2,0,0,4,1,2,8,0,0,0,0,0,0
955,1,1,4,0,0,4,1,2,14,0,0,0,0,0,0
956,1,0,4,0,0,4,0,14,11,0,0,2,0,0,0
957,1,1,2,0,0,4,1,2,15,0,0,8,0,0,0
958,1,0,1,0,0,4,1,2,7,0,0,0,0,0,0
959,1,1,2,0,0,4,1,7,17,0,0,0,0,0,0
960,1,0,3,0,0,4,1,2,10,0,0,0,0,0,0
961,1,0,2,0,0,4,0,14,17,0,0,3,0,0,0
962,1,1,5,0,0,4,3,1,9,0,0,1,0,0,1
963,1,1,3,0,0,4,2,14,9,0,0,7,0,0,1
964,1,0,5,0,0,4,1,6,6,0,0,6,0,0,0
965,1,0,2,0,0,4,0,2,16,0,0,4,0,0,0
966,1,0,5,0,0,4,1,7,14,0,0,5,0,0,0
967,1,0,4,0,0,4,0,2,18,0,0,0,0,0,0
968,1,0,4,0,0,4,1,9,10,0,0,1,0,0,0
969,1,1,5,0,0,4,0,1,9,0,0,1,0,0,0
970,1,0,4,0,0,4,1,7,10,0,0,1,0,0,0
971,2,1,4,0,0,4,1,6,6,0,0,1,0,0,0
972,1,0,2,0,0,4,0,6,16,1,0,6,0,0,0
973,2,0,4,0,0,4,1,1,15,1,1,0,0,0,0
974,1,0,4,0,0,4,1,15,10,1,0,1,0,0,0
975,1,0,2,0,0,4,1,6,10,0,0,0,0,0,0
976,1,0,3,0,0,4,1,7,7,1,0,4,0,0,5
977,1,0,2,0,0,4,2,2,12,0,0,6,0,0,0
978,2,1,2,0,0,4,1,14,8,0,0,14,0,0,0
979,1,0,2,0,0,4,1,2,15,0,0,1,0,0,0
980,1,0,5,0,0,4,0,6,26,0,0,27,0,0,0
981,1,1,3,0,0,4,1,6,7,0,0,5,0,0,1
982,1,1,2,0,0,4,1,2,13,0,0,3,0,0,0
983,1,1,2,0,0,4,0,14,8,0,0,0,0,0,0
984,1,0,2,0,0,4,1,6,10,0,0,3,0,0,1
985,1,0,4,0,0,4,1,1,16,0,0,10,0,0,0
986,1,0,2,0,0,4,1,6,7,0,0,8,0,0,0
987,1,1,2,0,0,4,2,2,10,0,0,8,0,0,0
988,1,0,5,0,0,4,1,14,18,0,0,12,0,0,0
989,1,0,3,0,0,4,1,7,16,0,0,8,0,0,0
990,2,0,5,0,0,4,1,2,17,0,0,1,0,0,0
991,1,0,2,0,0,4,0,6,7,0,0,4,0,0,0
992,1,0,3,0,0,4,1,6,10,0,0,3,0,0,0
993,1,1,2,0,0,4,1,6,10,0,0,5,0,0,0
994,2,1,4,0,0,4,1,6,11,1,0,36,0,0,0
995,1,0,2,0,0,4,0,6,19,0,0,1,0,0,0
996,1,0,4,0,0,4,0,2,19,0,0,1,0,0,0
997,1,1,1,0,0,4,1,7,8,0,0,0,0,0,0
998,1,0,3,0,0,4,0,2,11,0,0,13,0,0,1
999,1,1,5,0,0,4,1,1,14,1,0,12,0,0,0
1000,1,0,3,0,0,4,1,6,13,1,0,11,0,0,0
1001,1,0,3,0,0,4,1,2,14,0,0,19,0,0,0
1002,1,1,4,0,0,4,1,14,6,0,0,7,0,0,0
1003,1,1,2,0,0,4,0,2,8,0,0,14,0,0,0
1004,1,1,3,0,0,4,1,15,12,0,0,6,0,0,0
1005,1,1,4,0,0,4,1,6,22,0,0,4,1,0,0
1006,1,0,4,0,0,4,1,1,6,0,0,2,1,0,0
1007,1,1,5,0,0,4,1,14,11,0,0,10,0,0,0
1008,1,1,2,0,0,4,1,7,10,0,0,5,0,0,0
1009,1,0,4,0,0,4,0,1,11,0,0,4,0,0,0
1010,1,0,2,0,0,4,0,6,6,0,0,0,0,0,0
1011,1,1,2,0,0,4,0,6,34,0,0,0,0,0,0
1012,1,0,4,0,0,4,0,6,12,0,0,5,0,0,0
1013,1,0,2,0,0,4,0,14,16,1,0,7,0,0,0
1014,1,0,2,0,0,4,1,1,7,0,0,3,0,0,0
1015,1,0,2,0,0,4,1,1,13,0,0,1,0,0,0
1016,1,0,3,0,0,4,0,4,6,0,0,0,0,0,0
1017,1,1,5,0,0,4,3,2,13,0,0,5,0,0,0
1018,1,0,3,0,0,4,2,1,9,0,0,2,0,0,0
1019,1,1,5,0,0,4,3,6,19,0,0,0,0,0,0
1020,2,0,3,0,0,4,1,6,8,0,0,3,0,0,0
1021,1,1,4,0,0,4,1,2,9,0,0,0,0,0,0
1022,1,1,5,0,0,4,1,1,9,0,0,2,1,0,0
1023,1,1,3,0,0,4,2,2,11,0,0,12,0,0,0
1024,1,0,2,0,0,4,0,7,8,0,0,3,0,0,0
1025,1,0,2,0,0,4,1,1,10,0,0,19,0,0,0
1026,1,0,4,0,0,4,1,2,17,0,0,0,0,0,0
1027,1,0,5,0,0,4,3,6,8,0,0,1,0,0,0
1028,1,0,2,0,0,4,1,2,13,0,0,4,0,0,0
1029,1,0,5,0,0,4,1,6,7,0,0,23,0,0,0
1030,1,0,3,0,0,4,1,1,11,0,0,1,0,0,0
1031,1,0,1,0,0,4,0,7,27,0,0,2,0,0,1
1032,1,0,4,0,0,4,1,6,13,0,0,1,0,0,0
1033,1,0,3,0,0,4,0,7,10,0,0,4,0,0,0
1034,2,0,1,0,0,4,1,2,12,0,0,2,0,0,0
1035,1,0,4,0,0,4,1,1,9,0,0,0,0,0,0
1036,1,0,2,0,0,4,1,7,11,1,1,2,0,0,0
1037,1,0,5,0,0,4,0,14,19,1,0,4,0,0,1
1038,1,0,4,0,0,4,1,2,13,0,0,0,0,0,0
1039,1,0,2,0,0,4,1,2,9,1,0,0,0,0,1
1040,1,0,4,0,0,4,0,7,8,0,0,5,0,0,0
1041,2,0,2,0,0,4,0,2,17,0,0,3,0,0,0
1042,1,0,2,0,0,4,1,1,14,0,0,11,0,0,1
1043,1,0,3,0,0,4,1,2,9,0,0,2,0,0,0
1044,1,0,5,0,0,4,1,6,25,0,0,42,0,0,0
1045,1,1,5,0,0,4,1,6,6,0,0,9,0,0,0
1046,1,0,3,0,0,4,0,7,10,0,0,5,0,0,0
1047,1,1,2,0,0,4,1,2,12,0,0,19,0,0,0
1048,1,0,4,0,0,4,0,2,7,0,0,6,0,0,0
1049,1,0,3,0,0,4,1,2,8,2,0,2,0,0,0
1050,1,0,4,0,0,4,0,6,13,0,1,11,0,0,0
1051,1,0,5,0,0,4,0,2,15,0,0,3,0,0,0
1052,2,0,3,0,0,4,1,6,10,0,0,4,0,0,0
1053,1,0,1,0,0,4,0,7,11,0,0,15,0,0,0
1054,1,1,3,0,0,4,1,2,9,1,0,3,0,0,0
1055,1,0,3,0,0,4,1,2,15,0,0,16,0,0,0
1056,1,0,3,0,0,4,1,7,17,0,0,5,0,0,0
1057,1,0,2,0,0,4,0,1,6,0,0,1,0,0,0
1058,1,0,3,0,0,4,1,1,7,0,0,5,0,0,0
1059,1,0,1,0,0,4,1,6,25,0,0,0,0,0,0
1060,1,1,2,0,0,4,0,6,24,0,0,0,0,0,2
1061,1,0,5,0,0,4,0,14,14,0,0,0,0,0,0
1062,1,0,3,0,0,4,1,7,14,1,0,1,0,0,0
1063,1,1,4,0,0,4,1,2,12,0,0,22,0,0,0
1064,1,0,1,0,0,4,7,2,8,1,0,0,0,0,0
1065,1,1,2,0,0,4,0,2,17,0,0,21,0,0,0
1066,1,0,2,0,0,4,0,1,7,0,0,21,0,0,0
1067,1,0,3,0,0,4,1,2,10,0,0,5,0,0,0
1068,1,0,2,0,0,4,1,4,11,0,0,3,0,0,0
1069,1,1,2,0,0,4,1,1,6,0,0,6,0,0,0
1070,1,0,5,0,0,4,0,6,4,2,0,2,0,0,0
1071,1,0,3,0,0,4,0,2,6,0,0,2,0,0,0
1072,1,0,5,0,0,4,5,6,6,0,0,16,0,0,0
1073,1,0,1,0,0,4,1,6,7,0,0,5,0,0,0
1074,1,0,2,0,0,4,1,6,7,0,0,1,0,0,0
1075,1,0,2,0,0,4,0,2,22,0,0,19,0,0,0
1076,1,0,2,0,0,4,1,2,16,3,0,0,1,0,0
1077,1,0,2,0,0,4,1,2,9,0,0,6,0,0,0
1078,1,0,2,0,0,4,1,7,7,0,0,12,0,0,0
1079,1,0,4,0,0,4,0,6,6,0,0,1,0,0,0
1080,1,0,2,0,0,4,1,2,8,1,0,7,0,0,0
1081,1,1,2,0,0,4,1,2,9,0,0,18,0,0,0
1082,1,0,3,0,0,4,1,6,7,0,0,13,0,0,0
1083,1,0,3,0,0,4,0,6,7,0,0,6,0,0,0
1084,1,0,4,0,0,4,1,15,10,0,2,6,0,0,1
1085,1,1,3,0,0,4,1,2,12,0,0,5,0,0,0
1086,1,0,2,0,0,4,2,1,13,0,0,0,0,0,0
1087,1,1,4,0,0,4,1,6,8,0,0,11,1,0,0
1088,1,0,4,0,0,4,1,1,12,0,0,19,0,0,0
1089,1,0,2,0,0,4,1,1,10,0,0,0,0,0,0
1090,1,0,3,0,0,4,1,1,8,0,0,20,0,0,0
1091,1,1,3,0,0,4,1,6,12,0,0,0,0,0,0
1092,1,0,3,0,0,4,0,2,8,0,0,5,0,0,0
1093,1,0,2,0,0,4,1,7,9,0,0,0,0,0,0
1094,1,1,3,0,0,4,1,7,13,1,0,0,0,0,0
1095,1,0,3,0,0,4,1,2,12,0,0,14,0,0,0
1096,1,0,5,0,0,4,1,14,13,0,0,7,0,0,0
1097,1,0,4,0,0,4,1,9,11,0,0,3,0,0,0
1098,1,1,3,0,0,4,1,1,12,0,0,6,0,0,0
1099,1,0,3,0,0,4,0,6,20,1,8,7,0,0,0
1100,1,1,2,0,0,4,1,14,10,0,0,0,0,0,0
1101,1,0,2,0,0,4,1,14,6,0,0,11,0,0,0
1102,2,0,3,0,0,4,1,6,16,1,0,11,0,0,0
1103,1,0,5,0,0,4,0,14,4,0,2,9,0,0,0
1104,1,1,3,0,0,4,0,7,14,0,0,7,0,0,0
1105,1,1,5,0,0,4,0,6,13,0,0,1,0,0,0
1106,1,0,5,0,0,4,7,6,9,0,0,0,0,0,0
1107,1,1,2,0,0,4,1,6,7,0,0,2,0,0,0
1108,1,0,2,0,0,4,1,1,8,0,0,11,0,0,0
1109,1,0,4,0,0,4,3,14,6,0,0,8,0,0,0
1110,1,0,4,0,0,4,1,7,13,0,0,6,0,0,0
1111,1,0,2,0,0,4,1,2,12,0,0,14,0,0,0
1112,1,1,3,0,0,4,0,6,6,0,0,22,0,0,0
1113,1,0,2,0,0,4,1,2,12,0,0,21,0,0,0
1114,1,0,2,0,0,4,1,1,10,0,0,10,0,0,0
1115,1,0,4,0,0,4,1,1,10,0,0,22,0,0,0
1116,1,1,4,0,0,4,1,4,17,0,0,7,0,0,0
1117,1,0,3,0,0,4,1,6,9,0,0,7,0,0,0
1118,1,0,3,0,0,4,1,1,6,0,0,4,0,0,0
1119,1,0,5,0,0,4,0,7,10,0,0,3,0,0,0
1120,1,0,4,0,0,4,2,6,9,0,0,1,0,0,0
1121,1,1,4,0,0,4,1,6,10,0,0,16,0,0,0
1122,1,0,4,0,0,4,1,2,7,0,0,6,0,0,0
1123,1,0,4,0,0,4,1,7,6,0,0,4,0,0,0
1124,1,1,2,0,0,4,0,7,5,0,1,5,0,0,0
1125,1,1,2,0,0,4,0,7,5,0,1,5,0,0,0
1126,1,0,3,0,0,4,1,2,15,0,0,1,0,0,0
1127,1,1,5,0,0,4,1,7,9,0,0,8,0,0,0
1128,1,1,5,0,0,4,3,1,24,0,0,3,0,0,0
1129,1,1,2,0,0,4,1,7,6,0,0,2,0,0,0
1130,1,0,4,0,0,4,0,14,11,0,0,2,0,0,0
1131,1,0,2,0,0,4,1,1,9,0,0,1,0,0,0
1132,1,0,3,0,0,4,1,7,7,0,0,11,0,0,0
1133,1,1,2,0,0,4,1,2,13,0,0,4,0,0,0
1134,1,1,2,0,0,4,1,1,11,0,0,1,0,0,0
1135,1,0,3,0,0,4,1,6,12,1,0,0,0,0,0
1136,1,1,5,0,0,4,1,7,8,0,0,10,0,0,0
1137,1,0,3,0,0,4,0,14,12,0,0,24,0,0,0
1138,1,0,2,0,0,4,0,2,12,0,0,8,0,0,0
1139,1,1,2,0,0,4,1,6,6,0,0,0,0,0,0
1140,1,0,4,0,0,4,0,2,19,2,0,0,0,0,1
1141,1,0,3,0,0,4,0,14,7,0,0,20,0,0,0
1142,1,1,2,0,0,4,0,7,10,0,0,7,0,0,0
1143,1,0,4,0,0,4,0,7,6,0,0,10,0,0,0
1144,1,0,3,0,0,4,1,1,7,0,0,9,0,0,0
1145,1,1,2,0,0,4,1,2,14,0,0,0,0,0,0
1146,1,0,5,0,0,4,1,6,11,0,0,18,0,0,0
1147,1,0,2,0,0,4,0,6,7,0,0,2,0,0,0
1148,1,0,4,0,0,4,3,6,12,0,0,12,0,0,2
1149,1,0,3,0,0,4,1,7,7,0,0,6,0,0,0
1150,1,0,2,0,0,4,1,6,8,0,0,3,0,0,0
1151,1,1,2,0,0,4,1,1,13,0,0,5,0,0,0
1152,1,1,4,0,0,4,3,2,11,0,0,2,0,0,0
1153,1,1,3,0,0,4,0,7,18,0,0,2,0,0,0
1154,1,0,4,0,0,4,1,2,7,0,0,2,0,0,0
1155,1,1,3,0,0,4,0,5,18,0,0,2,0,0,0
1156,1,1,4,0,0,4,3,2,11,0,0,2,0,0,0
1157,1,0,5,0,0,4,1,2,8,0,0,3,0,0,0
1158,1,1,4,0,0,4,0,2,19,0,0,4,0,0,0
1159,1,0,2,0,0,4,1,6,11,0,0,24,0,0,0
1160,1,1,4,0,0,4,1,2,17,0,0,7,0,0,0
1161,1,0,3,0,0,4,1,1,11,0,0,7,1,0,0
1162,1,1,3,0,0,4,0,14,11,0,0,9,0,0,0
1163,1,0,5,0,0,4,3,7,13,0,0,9,0,0,0
1164,1,0,3,0,0,4,0,4,8,0,0,6,0,0,0
1165,1,0,3,0,0,4,0,2,13,0,0,19,0,0,0
1166,1,0,3,0,0,4,1,2,9,0,0,3,0,0,0
1167,1,0,2,0,0,4,1,2,12,0,0,3,0,0,0
1168,1,0,3,0,0,4,1,2,9,0,0,5,0,0,0
1169,1,1,2,0,0,4,0,4,7,0,0,23,0,0,0
1170,1,1,1,0,0,4,1,6,6,0,0,9,0,0,0
1171,1,0,2,0,0,4,1,6,8,1,0,1,0,0,0
1172,1,1,4,0,0,4,0,7,22,0,0,0,0,0,0
1173,1,1,3,0,0,4,1,7,8,0,0,7,2,0,0
1174,1,0,3,0,0,4,1,14,7,0,0,11,0,0,1
1175,1,0,1,0,0,4,0,6,10,0,0,19,0,0,0
1176,1,0,4,0,0,4,0,2,8,0,0,2,0,0,0
1177,1,0,2,0,0,4,1,2,9,0,0,0,1,0,0
1178,1,0,5,0,0,4,0,6,17,0,0,1,0,0,0
1179,1,0,3,0,0,4,1,2,12,0,0,0,0,0,0
1180,1,0,1,0,0,4,1,6,19,0,0,8,0,0,0
1181,1,1,2,0,0,4,1,2,8,0,0,0,0,0,0
1182,1,0,4,0,0,4,1,6,24,0,0,15,0,0,2
1183,1,0,2,0,0,4,1,14,15,1,0,7,0,0,0
1184,1,0,2,0,0,4,1,14,6,0,0,0,0,0,0
1185,1,1,2,0,0,4,4,7,18,0,0,1,0,0,0
1186,1,0,5,0,0,4,0,6,8,0,0,22,0,0,0
1187,1,1,4,0,0,4,1,7,20,0,0,1,0,0,0
1188,1,0,2,0,0,4,0,7,9,0,0,9,0,0,0
1189,1,0,0,0,0,4,1,2,12,0,0,0,1,0,0
1190,1,0,2,0,0,4,1,1,10,0,0,10,0,0,0
1191,1,0,3,0,0,4,1,7,32,0,0,21,0,0,0
1192,1,0,3,0,0,4,2,6,10,1,0,15,0,0,0
1193,1,0,2,0,0,4,2,2,14,0,0,4,0,0,2
1194,1,1,1,0,0,4,0,7,15,0,0,3,0,0,1
1195,1,0,3,0,0,4,1,4,14,1,0,12,0,0,0
1196,1,1,2,0,0,4,7,2,7,0,0,5,0,0,0
1197,1,0,2,0,0,4,1,9,6,0,0,7,0,0,0
1198,1,1,2,0,0,4,0,2,16,0,0,1,0,0,0
1199,1,1,2,0,0,4,0,7,7,0,0,0,0,0,2
1200,1,0,5,0,0,4,1,7,6,0,0,6,0,0,0
1201,1,0,3,0,0,4,1,2,8,0,0,2,0,0,0
1202,1,0,2,0,0,4,1,2,11,0,0,20,0,0,0
1203,1,0,5,0,0,4,1,6,12,0,0,2,0,0,0
1204,1,1,2,0,0,4,1,7,15,0,0,6,0,0,0
1205,1,0,2,0,0,4,1,1,7,0,0,17,0,0,0
1206,1,1,3,0,0,4,2,7,30,0,0,6,0,0,0
1207,1,0,5,0,0,4,3,6,8,0,0,5,0,0,0
1208,1,0,1,0,0,4,0,2,10,0,0,2,0,0,0
1209,1,0,2,0,0,4,0,1,12,0,0,19,0,0,0
1210,1,0,1,0,0,4,1,6,7,0,0,31,1,0,1
1211,1,1,5,0,0,4,0,7,15,0,0,10,0,0,0
1212,1,0,3,0,0,4,0,6,6,0,0,0,0,0,0
1213,2,0,2,0,0,4,1,7,15,0,0,23,0,0,0
1214,1,0,5,0,0,4,0,1,17,0,0,1,0,0,0
1215,1,1,2,0,0,4,1,2,10,0,0,7,0,0,0
1216,1,1,3,0,0,4,1,1,10,0,0,4,0,0,0
1217,1,1,2,0,0,4,1,6,12,0,0,2,0,0,0
1218,1,0,3,0,0,4,0,7,17,0,0,9,0,0,0
1219,1,1,5,0,0,4,1,2,10,0,0,19,0,0,0
1220,1,0,2,0,0,4,0,7,8,0,0,1,0,0,0
1221,1,1,5,0,0,4,0,7,15,0,0,10,0,0,0
1222,1,1,4,0,0,4,0,1,7,0,0,4,0,0,2
1223,1,1,4,0,0,4,1,14,16,0,0,9,0,0,0
1224,1,0,3,0,0,4,1,14,10,0,0,21,0,0,0
1225,1,0,2,0,0,4,1,6,7,0,0,7,0,0,0
1226,1,0,2,0,0,4,1,2,6,0,0,5,0,0,0
1227,2,0,3,0,0,4,1,7,16,0,0,9,0,0,1
1228,1,0,2,0,0,4,0,2,9,1,0,1,0,0,0
1229,1,1,2,0,0,4,1,7,6,0,0,9,0,0,0
1230,1,0,2,0,0,4,2,2,10,0,0,1,0,0,0
1231,1,0,2,0,0,4,2,6,7,0,0,16,0,0,0
1232,1,0,2,0,0,4,1,1,8,0,0,0,0,0,0
1233,1,0,2,0,0,4,0,6,26,0,0,1,0,0,0
1234,1,0,2,0,0,4,1,2,10,1,0,5,0,0,0
1235,1,0,2,0,0,4,1,7,16,0,0,19,0,0,0
1236,1,0,4,0,0,4,1,4,19,0,0,17,0,0,0
1237,1,0,3,0,0,4,1,2,13,0,0,12,0,0,0
1238,1,0,3,0,0,4,2,2,11,0,0,12,0,0,1
1239,1,1,2,0,0,4,0,7,7,0,0,8,0,0,2
1240,1,0,2,0,0,4,1,4,9,0,0,0,0,0,0
1241,1,1,5,0,0,4,1,1,12,0,0,3,0,0,0
1242,1,1,5,0,0,4,1,1,17,0,0,26,0,0,0
1243,1,1,5,0,0,4,1,6,14,0,0,6,0,0,0
1244,2,0,2,0,0,4,0,14,12,0,0,18,0,0,0
1245,1,0,3,0,0,4,0,1,10,0,0,13,0,0,0
1246,1,1,5,0,0,4,1,2,7,0,0,17,0,0,0
1247,1,0,2,0,0,4,0,6,36,0,0,14,2,0,0
1248,1,1,4,0,0,4,1,1,9,0,0,18,0,0,0
1249,1,0,2,0,0,4,0,6,11,0,0,9,0,0,0
1250,1,1,2,0,0,4,7,1,17,1,0,1,0,0,0
1251,1,0,3,0,0,4,0,2,12,0,0,5,2,0,0
1252,1,0,3,0,0,4,0,6,13,0,0,0,0,0,0
1253,1,0,2,0,0,4,1,6,19,2,0,1,0,0,0
1254,1,0,2,0,0,4,0,6,15,0,0,40,0,0,0
1255,1,1,4,0,0,4,0,7,11,0,0,11,0,0,0
1256,1,0,3,0,0,4,2,2,12,0,0,23,0,0,0
1257,1,0,3,0,0,4,1,7,8,0,0,0,0,0,0
1258,1,0,2,0,0,4,1,2,13,0,0,11,0,0,0
1259,1,0,3,0,0,4,1,6,5,3,1,8,1,0,0
1260,1,0,3,0,0,4,1,5,7,0,0,0,0,0,0
1261,1,0,5,0,0,4,0,2,14,0,0,11,0,0,0
1262,1,0,2,0,0,4,0,2,9,0,0,0,0,0,0
1263,1,1,5,0,0,4,0,7,8,0,0,5,0,0,0
1264,1,0,4,0,0,4,0,2,10,1,0,10,0,0,1
1265,1,0,3,0,0,4,1,2,6,0,0,1,0,0,0
1266,2,1,2,0,0,4,1,6,9,0,0,13,0,0,0
1267,1,0,2,0,0,4,0,7,9,0,0,8,0,0,0
1268,1,0,2,0,0,4,0,1,8,0,0,4,0,0,0
1269,1,0,3,0,0,4,0,2,14,0,0,18,0,0,0
1270,1,0,5,0,0,4,0,2,8,0,0,19,0,0,0
1271,1,0,4,0,0,4,1,1,7,0,0,10,0,0,0
1272,1,0,2,0,0,4,1,1,14,0,0,1,0,0,0
1273,1,0,3,0,0,4,1,7,10,0,0,0,0,0,0
1274,1,0,2,0,0,4,6,6,11,0,1,0,0,0,0
1275,1,0,3,0,0,4,0,9,6,0,0,7,0,0,0
1276,1,1,5,0,0,4,0,6,8,1,0,9,0,0,0
1277,1,0,5,0,0,4,2,1,10,0,0,14,0,0,0
1278,1,0,2,0,0,4,1,6,14,0,0,3,0,0,0
1279,1,1,2,0,0,4,2,2,20,0,0,7,0,0,0
1280,1,0,2,0,0,4,0,7,13,1,0,15,1,0,0
1281,1,0,3,0,0,4,1,2,12,0,0,14,0,0,0
1282,1,0,4,0,0,4,1,9,14,0,0,22,0,0,0
1283,1,0,2,0,0,4,1,6,9,0,0,17,0,0,0
1284,1,1,3,0,0,4,0,1,8,0,0,2,0,0,0
1285,1,0,4,0,0,4,0,2,12,0,0,3,0,0,0
1286,1,0,1,0,0,4,0,6,15,0,0,20,0,0,0
1287,1,1,2,0,0,4,1,2,17,0,0,4,0,0,1
1288,1,0,1,0,0,4,0,6,18,0,0,20,0,0,0
1289,1,0,5,0,0,4,0,1,36,0,0,1,0,0,1
